Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Id;Iniciado;Extra (*)
83;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,3702423;0,0702804;20170323T192202;60,00002;0;Estacionario;(0.004,1.650,0.012);(0.005,1.650,0.011);(-0.007,1.036,0.018);(2.091,0.796,-0.876);(2.091,0.795,-0.877);(20.253,0.500,-20.000);0,001413858;0;0;0,001413858;0,0009999871;0;0;0,0009999871;28,46932;0;0;28,46932;0,02480536;0;0;0,8;True;4;Unknown;Unknown;0;1;True;NULL
84;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,4157731;0,0455308;20170323T192202;60,00002;0;Estacionario;(0.004,1.650,0.013);(0.004,1.650,0.012);(-0.006,1.037,0.016);(2.091,0.796,-0.875);(2.091,0.796,-0.876);(20.253,0.500,-20.000);0,0009999945;0;0;0,0009999945;0,0009999871;0;0;0,0009999871;28,47002;0;0;28,47002;0,02592593;0;0;0,8;True;4;Unknown;Unknown;0;1;True;NULL
85;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,4698089;0,0540358;20170323T192202;60,00002;0;Estacionario;(0.004,1.650,0.014);(0.004,1.650,0.013);(-0.006,1.037,0.017);(2.091,0.796,-0.875);(2.091,0.796,-0.875);(20.253,0.500,-20.000);0,0009999871;0;0;0,0009999871;0;0;0;0;28,47073;0;0;28,47073;0,01381001;0;0;0,8;True;4;Unknown;Unknown;0;1;True;NULL
86;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,5423561;0,0725472;20170323T192202;60,00002;0;Estacionario;(0.004,1.650,0.014);(0.004,1.650,0.014);(-0.005,1.037,0.018);(2.090,0.795,-0.875);(2.091,0.796,-0.875);(20.253,0.500,-20.000);0;0;0;0;0,001000166;0;0;0,001000166;28,47073;0;0;28,47073;0,02007055;0;0;0,8;False;4;Unknown;Unknown;0;1;True;NULL
87;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,6017891;0,059433;20170323T192202;60,00002;0;Estacionario;(0.003,1.650,0.014);(0.004,1.650,0.014);(-0.006,1.037,0.017);(2.090,0.795,-0.874);(2.090,0.795,-0.875);(20.253,0.500,-20.000);0,0009994507;0;0;0,0009994507;0,0009999871;0;0;0,0009999871;28,47144;0;0;28,47144;0,0194977;0;0;0,8;False;4;Unknown;Unknown;0;1;True;NULL
88;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,670335;0,0685459;20170323T192202;60,00002;0;Estacionario;(0.003,1.650,0.015);(0.003,1.650,0.014);(-0.006,1.038,0.017);(2.089,0.795,-0.873);(2.090,0.795,-0.874);(20.253,0.500,-20.000);0,0009999945;0;0;0,0009999945;0,001414153;0;0;0,001414153;28,47214;0;0;28,47214;0,02630681;0;0;0,8;False;4;Unknown;Unknown;0;1;True;NULL
89;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,7363784;0,0660434;20170323T192202;60,00002;0;Estacionario;(0.002,1.650,0.016);(0.003,1.650,0.015);(-0.006,1.039,0.020);(2.088,0.794,-0.873);(2.089,0.795,-0.873);(20.253,0.500,-20.000);0,001416515;0;0;0,001416515;0,0009999275;0;0;0,0009999275;28,47355;0;0;28,47355;0,02714859;0;0;0,8;True;5;Unknown;Unknown;0;1;True;NULL
90;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,7904142;0,0540358;20170323T192202;60,00002;0;Estacionario;(0.001,1.650,0.016);(0.002,1.650,0.016);(-0.009,1.034,0.021);(2.088,0.794,-0.873);(2.088,0.794,-0.873);(20.253,0.500,-20.000);0,0009994507;0;0;0,0009994507;0;0;0;0;28,47427;0;0;28,47427;0,01446129;0;0;0,8;True;5;Unknown;Unknown;0;1;True;NULL
91;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,8549574;0,0645432;20170323T192202;60,00002;0;Estacionario;(0.001,1.650,0.016);(0.001,1.650,0.016);(-0.008,1.034,0.020);(2.087,0.795,-0.873);(2.088,0.794,-0.873);(20.253,0.500,-20.000);0;0;0;0;0,001000166;0;0;0,001000166;28,47427;0;0;28,47427;0,02129491;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
92;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,9270048;0,0720474;20170323T192202;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.001,1.650,0.016);(-0.004,1.038,0.017);(2.087,0.795,-0.873);(2.087,0.795,-0.873);(20.253,0.500,-20.000);0,0009994507;0;0;0,0009994507;0;0;0;0;28,47498;0;0;28,47498;0,0113432;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
93;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;6,9960509;0,0690461;20170323T192202;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.000,1.650,0.016);(-0.004,1.039,0.016);(2.087,0.796,-0.873);(2.087,0.795,-0.873);(20.253,0.500,-20.000);0;0;0;0;0;0;0;0;28,47498;0;0;28,47498;0,006042205;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
94;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;7,0635959;0,067545;20170323T192202;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.000,1.650,0.016);(-0.002,1.041,0.012);(2.087,0.796,-0.873);(2.087,0.796,-0.873);(20.253,0.500,-20.000);0;0;0;0;0;0;0;0;28,47498;0;0;28,47498;0,003218513;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
95;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;7,1221355;0,0585396;20170323T192202;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.000,1.650,0.016);(0.002,1.046,0.005);(2.087,0.796,-0.873);(2.087,0.796,-0.873);(20.253,0.500,-20.000);0;0;0;0;0;0;0;0;28,47498;0;0;28,47498;0,001714412;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
96;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;7,1761705;0,054035;20170323T192203;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.000,1.650,0.016);(0.001,1.043,0.009);(2.087,0.796,-0.873);(2.087,0.796,-0.873);(20.253,0.500,-20.000);0;0;0;0;0;0;0;0;28,47498;0;0;28,47498;0,0009132191;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
97;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;7,2427146;0,0665441;20170323T192203;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.000,1.650,0.016);(-0.002,1.039,0.014);(2.087,0.796,-0.873);(2.087,0.796,-0.873);(20.253,0.500,-20.000);0;0;0;0;0;0;0;0;28,47498;0;0;28,47498;0,0004864462;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
98;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;7,2982515;0,0555369;20170323T192203;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.000,1.650,0.016);(-0.003,1.038,0.016);(2.087,0.796,-0.873);(2.087,0.796,-0.873);(20.253,0.500,-20.000);0;0;0;0;0;0;0;0;28,47498;0;0;28,47498;0,0002591162;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
99;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;7,3610946;0,0628431;20170323T192203;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.000,1.650,0.016);(-0.004,1.037,0.018);(2.087,0.796,-0.873);(2.087,0.796,-0.873);(20.253,0.500,-20.000);0;0;0;0;0;0;0;0;28,47498;0;0;28,47498;0,000138024;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
100;8;01_Sc_CWIP_Passthrough_Inicio;Passthrough;7,4091131;0,0480185;20170323T192203;60,00002;0;Estacionario;(0.000,1.650,0.016);(0.000,1.650,0.016);(-0.007,1.034,0.019);(2.087,0.795,-0.873);(2.087,0.796,-0.873);(20.253,0.500,-20.000);0;0;0;0;0;0;0;0;28,47498;0;0;28,47498;7,352149E-05;0;0;0,8;False;5;Unknown;Unknown;0;1;True;NULL
