Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Nome Joint Vel. Real;Nome Joint Camera;Tempo;Aumento (WIP);Id;Nivel;WIP Mode;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Direito FootStates (WIP, Int);Esquerdo FootStates (WIP, Int);Direito FootTransitionEvents (WIP, Int);Esquerdo FootTransitionEvents (WIP, Int);Joelho Direito (y, Kalman);Joelho Esquerdo (y, Kalman);Vel. Virtual in Use (Estado, WIP)
0;0,010086;CWIP;Estacionario;0;0;0;0;0;0;0;0;0;0;( 0.929f, -0.114f );( 0.962f, 1.602f, -0.198f );0,493;0,504;0;0,01100001;0,01100001;0,0243252;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;1,65;0;0;0;1,733708;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164501;1;29;03_Sc_CWIP_Passthrough;Event;0;True;0;0;0;0;0,2477154;0,2532425;0
1;0,409154;CWIP;Estacionario;0;0;0;0;0;0;0;0;0;0;( 0.929f, -0.114f );( 0.962f, 1.602f, -0.198f );0,493;0,504;0;0,01100001;0,01100001;0,01407978;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,733708;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164502;1;29;03_Sc_CWIP_Passthrough;Event;0;True;0;0;0;0;0,3399329;0,3475177;0
2;0,656534;CWIP;Estacionario;0,6574345;0,1349752;0;0;0;0;0;0;0;0;( 0.995f, -0.122f );( 1.025f, 1.592f, -0.200f );0,493;0,509;0;0,016;0,016;0,01056616;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,774386;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164502;1;29;03_Sc_CWIP_Passthrough;Event;0,1349752;True;0;0;0;0;0,3892933;0,3995918;0
3;0,968178;CWIP;Estacionario;0,3006667;0,1312789;0;0;0;0;0;0;0;0;( 1.017f, -0.116f );( 1.052f, 1.599f, -0.199f );0,504;0,516;0;0,01199996;0,01199996;0,007975646;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,06648117;0;0;0,06648117;1,736604;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164502;1;29;03_Sc_CWIP_Passthrough;Event;0,1312789;True;0;0;0;0;0,4233612;0,434165;0
4;1,037376;CWIP;Estacionario;0,03333322;0,07636017;0;0;0;0;0;0;0;0;( 1.019f, -0.116f );( 1.054f, 1.600f, -0.199f );0,506;0,517;0;0,01100004;0,01100004;0,006414562;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,02280657;0;0;0,02280657;1,726336;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164502;1;29;03_Sc_CWIP_Passthrough;Event;0,07636017;True;0;0;0;0;0,4468456;0,4577051;0
5;1,37103;CWIP;Estacionario;0,1908915;0,07832164;0;0;0;0;0;0;0;0;( 1.021f, -0.104f );( 1.061f, 1.609f, -0.189f );0,508;0,518;0;0,00999999;0,00999999;0,005388161;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001995087;0;0;0,001995087;1,769786;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164503;1;29;03_Sc_CWIP_Passthrough;Event;0,07832164;True;0;0;0;0;0,463819;0,47444;0
6;1,80106;CWIP;Estacionario;0,262385;0,09346055;0;0;0;0;0;0;0;0;( 1.018f, -0.090f );( 1.057f, 1.618f, -0.172f );0,506;0,518;0;0,01200002;0,01200002;0,005236278;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,01216597;0;0;0,01216597;1,771903;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164503;1;29;03_Sc_CWIP_Passthrough;Event;0,09346055;True;0;0;0;0;0,4753797;0,4863787;0
7;1,872105;CWIP;Estacionario;0,05874227;0,06136437;0;0;0;0;0;0;0;0;( 1.016f, -0.087f );( 1.055f, 1.614f, -0.167f );0,512;0,518;0;0,005999982;0,005999982;0,003972187;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,01431747;0;0;0,01431747;1,746402;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164503;1;29;03_Sc_CWIP_Passthrough;Event;0,06136437;True;0;0;0;0;0,4853491;0,4949872;0
8;1,919149;CWIP;Estacionario;0,09406319;0,05123359;0;0;0;0;0;0;0;0;( 1.014f, -0.084f );( 1.050f, 1.608f, -0.160f );0,511;0,518;0;0,007000029;0,007000029;0,003496079;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,003604947;0;0;0,003604947;1,736939;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164503;1;29;03_Sc_CWIP_Passthrough;Event;0,05123359;True;0;0;0;0;0,4923073;0,5012297;0
9;2,019793;CWIP;Estacionario;0,0646143;0,04003078;0;0;0;0;0;0;0;0;( 1.012f, -0.082f );( 1.045f, 1.606f, -0.154f );0,51;0,517;0;0,007000029;0,007000029;0,003242472;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,003607058;0;0;0,003607058;1,731774;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164503;1;29;03_Sc_CWIP_Passthrough;Event;0,04003078;True;0;0;0;0;0,4970975;0,5054994;0
10;2,078861;CWIP;Estacionario;0,04466094;0,03012914;0;0;0;0;0;0;0;0;( 1.011f, -0.080f );( 1.041f, 1.603f, -0.149f );0,508;0,516;0;0,007999957;0,007999957;0,003304541;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002827648;0;0;0,002827648;1,726007;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164503;1;29;03_Sc_CWIP_Passthrough;Event;0,03012914;True;0;0;0;0;0,5000463;0,5083395;0
11;2,13664;CWIP;Estacionario;0,05824014;0,02753226;0;0;0;0;0;0;0;0;( 1.009f, -0.078f );( 1.033f, 1.601f, -0.140f );0,505;0,514;0;0,009000003;0,009000003;0,003534784;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002235826;0;0;0,002235826;1,724407;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,02753226;True;0;0;0;0;0,5013854;0,5098697;0
12;2,253098;CWIP;Estacionario;0,0957129;0,03353756;0;0;0;0;0;0;0;0;( 1.006f, -0.075f );( 1.016f, 1.601f, -0.122f );0,497;0,507;0;0,01000002;0,01000002;0,003854603;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002827648;0;0;0,002827648;1,720704;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,03353756;True;0;0;0;0;0,5002003;0,5090942;0
13;2,336676;CWIP;Estacionario;0;0,01786451;0;0;0;0;0;0;0;0;( 1.006f, -0.075f );( 1.016f, 1.601f, -0.122f );0,497;0,507;0;0,01000002;0,01000002;0,004024961;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,004244172;0;0;0,004244172;1,720704;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,01786451;True;0;0;0;0;0,4993356;0,5085284;0
14;2,437486;CWIP;Estacionario;0,1076333;0,03073818;0;0;0;0;0;0;0;0;( 1.004f, -0.073f );( 0.996f, 1.604f, -0.100f );0,488;0,5;0;0,01199999;0,01199999;0,004510045;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,724839;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,03073818;True;0;0;0;0;0,4962729;0,5062242;0
15;2,538218;CWIP;Estacionario;0,07486978;0,03113558;0;0;0;0;0;0;0;0;( 1.004f, -0.071f );( 0.988f, 1.607f, -0.088f );0,485;0,498;0;0,01299998;0,01299998;0,004965605;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002827653;0;0;0,002827653;1,718204;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,03113558;True;0;0;0;0;0,4932273;0,5040022;0
16;2,718942;CWIP;Estacionario;0,2179125;0,05955125;0;0;0;0;0;0;0;0;( 1.004f, -0.067f );( 0.981f, 1.611f, -0.070f );0,48;0,496;0;0,016;0,016;0,005799788;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002;0;0;0,002;1,715215;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,05955125;True;0;0;0;0;0,4896538;0,5018403;0
17;2,803726;CWIP;Estacionario;0,2807018;0,08706777;0;0;0;0;0;0;0;0;( 1.004f, -0.063f );( 0.976f, 1.614f, -0.056f );0,474;0,492;0;0,01800001;0,01800001;0,006638479;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,004000003;0;0;0,004000003;1,714742;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,08706777;True;0;0;0;0;0,4854248;0,4991819;0
18;2,839798;CWIP;Estacionario;0,1521614;0,07638051;0;0;0;0;0;0;0;0;( 1.005f, -0.059f );( 0.971f, 1.614f, -0.046f );0,468;0,487;0;0,01899999;0,01899999;0,007282395;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,004000003;0;0;0,004000003;1,708321;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,07638051;True;0;0;0;0;0,4807173;0,4958908;0
19;2,940201;CWIP;Estacionario;0,1554425;0,07133463;0;0;0;0;0;0;0;0;( 1.005f, -0.055f );( 0.967f, 1.613f, -0.040f );0,464;0,481;0;0,01700002;0,01700002;0,007231052;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,0041239;0;0;0,0041239;1,71107;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,07133463;True;0;0;0;0;0,476201;0,491868;0
20;3,023862;CWIP;Estacionario;0,2353874;0,08440972;0;0;0;0;0;0;0;0;( 1.007f, -0.051f );( 0.965f, 1.611f, -0.038f );0,46;0,477;0;0,01699999;0,01699999;0,007203698;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,004000001;0;0;0,004000001;1,718449;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164504;1;29;03_Sc_CWIP_Passthrough;Event;0,08440972;True;0;0;0;0;0,4718242;0,4878513;0
21;3,126495;CWIP;Estacionario;0,0816012;0,06105215;0;0;0;0;0;0;0;0;( 1.008f, -0.048f );( 0.971f, 1.609f, -0.035f );0,457;0,473;0;0,016;0,016;0,006991958;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,004471645;0;0;0,004471645;1,721444;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,06105215;True;0;0;0;0;0,4678193;0,4838391;0
23;3,241569;CWIP;Estacionario;0,1202591;0,05099815;0;0;0;0;0;0;0;0;( 1.011f, -0.043f );( 1.002f, 1.595f, -0.016f );0,453;0,465;0;0,01199999;0,01199999;0,005925375;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,003162103;0;0;0,003162103;1,718375;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,05099815;True;0;0;0;0;0,461091;0,4758238;0
24;3,358815;CWIP;Estacionario;0,06819262;0,04061095;0;0;0;0;0;0;0;0;( 1.012f, -0.041f );( 1.021f, 1.583f, 0.001f );0,453;0,463;0;0,00999999;0,00999999;0,005127998;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002830346;0;0;0,002830346;1,703626;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,04061095;True;0;0;0;0;0,4589052;0,4723593;0
25;3,443105;CWIP;Estacionario;0,05543676;0,03256288;0;0;0;0;0;0;0;0;( 1.014f, -0.040f );( 1.047f, 1.566f, 0.022f );0,453;0,46;0;0,006999999;0,006999999;0,004111743;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002234123;0;0;0,002234123;1,701513;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,03256288;True;0;0;0;0;0,4573099;0,4690204;0
26;3,511415;CWIP;Estacionario;0,02625137;0,02252136;0;0;0;0;0;0;0;0;( 1.015f, -0.039f );( 1.070f, 1.552f, 0.040f );0,453;0,457;0;0,003999978;0,003999978;0,002978893;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002241912;0;0;0,002241912;1,706596;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,02252136;True;0;0;0;0;0,4561455;0,465773;0
27;3,581017;CWIP;Estacionario;0,02548516;0,01702145;0;0;0;0;0;0;0;0;( 1.016f, -0.038f );( 1.087f, 1.540f, 0.053f );0,454;0,455;0;0,001000017;0,001000017;0,001783948;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001411133;0;0;0,001411133;1,71469;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,01702145;True;0;0;0;0;0,4555659;0,4628626;0
28;3,67787;CWIP;Estacionario;0;0,009066852;0;0;0;0;0;0;0;0;( 1.016f, -0.038f );( 1.097f, 1.536f, 0.057f );0,455;0,456;0;0,0009999871;0,0009999871;0,001147428;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001413827;0;0;0,001413827;1,717339;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,009066852;True;0;0;0;0;0,455413;0,4610086;0
29;3,778214;CWIP;Estacionario;0,02592098;0,009940544;0;0;0;0;0;0;0;0;( 1.017f, -0.038f );( 1.105f, 1.533f, 0.056f );0,455;0,457;0;0,001999974;0,001999974;0,001005542;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,721714;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,009940544;True;0;0;0;0;0,4553014;0,4599257;0
30;3,879024;CWIP;Estacionario;0,065667;0,01824273;0;0;0;0;0;0;0;0;( 1.015f, -0.040f );( 1.110f, 1.535f, 0.047f );0,455;0,456;0;0,0009999871;0,0009999871;0,0007327931;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,0009994507;0;0;0,0009994507;1,719557;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,01824273;True;0;0;0;0;0,45522;0,4588651;0
31;3,932973;CWIP;Estacionario;0,08067166;0,02562357;0;0;0;0;0;0;0;0;( 1.013f, -0.043f );( 1.113f, 1.539f, 0.036f );0,455;0,455;0;0;0;0,01404264;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002824958;0;0;0,002824958;1,727374;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,02562357;True;0;0;0;0;0,4551606;0,457821;0
32;4,00054;CWIP;Estacionario;0,101752;0,03371158;0;0;0;0;0;0;0;0;( 1.009f, -0.047f );( 1.115f, 1.544f, 0.021f );0,454;0,456;0;0,002000004;0,002000004;0,02429705;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,003607064;0;0;0,003607064;1,737099;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,03371158;True;0;0;0;0;0,454847;0,457329;0
33;4,099959;CWIP;Estacionario;0,1285813;0,04330982;0;0;0;0;0;0;0;0;( 1.006f, -0.052f );( 1.117f, 1.549f, 0.004f );0,455;0,459;0;0,003999978;0,003999978;0,01373104;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,005655296;0;0;0,005655296;1,74889;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164505;1;29;03_Sc_CWIP_Passthrough;Event;0,04330982;True;0;0;0;0;0,4548884;0,4577804;0
34;4,214116;CWIP;Estacionario;0,07832671;0,03851375;0;0;0;0;0;0;0;0;( 1.005f, -0.056f );( 1.120f, 1.552f, -0.009f );0,456;0,462;0;0,006000012;0,006000012;0,008497175;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,005832069;0;0;0,005832069;1,741907;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164506;1;29;03_Sc_CWIP_Passthrough;Event;0,03851375;True;0;0;0;0;0,4551887;0,4589204;0
35;4,288666;CWIP;Estacionario;0,2284307;0,0655553;0;0;0;0;0;0;0;0;( 1.001f, -0.069f );( 1.124f, 1.559f, -0.047f );0,462;0,471;0;0,008999974;0,008999974;0,006300748;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,004122973;0;0;0,004122973;1,737014;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164506;1;29;03_Sc_CWIP_Passthrough;Event;0,0655553;True;0;0;0;0;0,4570288;0,4621838;0
36;4,402549;CWIP;Estacionario;0;0,03491947;0;0;0;0;0;0;0;0;( 1.001f, -0.069f );( 1.124f, 1.559f, -0.047f );0,462;0,471;0;0,008999974;0,008999974;0,005130773;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,01360082;0;0;0,01360082;1,737014;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164506;1;29;03_Sc_CWIP_Passthrough;Event;0,03491947;True;0;0;0;0;0,4583718;0,4645655;0
37;4,499522;CWIP;Estacionario;0,4399056;0,1053376;0;0;0;0;0;0;0;0;( 0.999f, -0.084f );( 1.126f, 1.561f, -0.079f );0,467;0,479;0;0,01199999;0,01199999;0,00509908;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,748664;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164506;1;29;03_Sc_CWIP_Passthrough;Event;0,1053376;True;0;0;0;0;0,4607028;0,4684651;0
38;4,599981;CWIP;Estacionario;0;0,05611039;0;0;0;0;0;0;0;0;( 0.999f, -0.084f );( 1.126f, 1.561f, -0.079f );0,467;0,479;0;0,01199999;0,01199999;0,005082197;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,01513311;0;0;0,01513311;1,748664;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164506;1;29;03_Sc_CWIP_Passthrough;Event;0,05611039;True;0;0;0;0;0,462404;0,4713112;0
39;4,683981;CWIP;Estacionario;0,2045193;0,07021388;0;0;0;0;0;0;0;0;( 1.001f, -0.092f );( 1.127f, 1.558f, -0.089f );0,467;0,48;0;0,01299998;0,01299998;0,005270374;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,732002;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164506;1;29;03_Sc_CWIP_Passthrough;Event;0,07021388;True;0;0;0;0;0,4636456;0,4736585;0
